bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
b0219	UPF0012 hydrolase yafV OS=Escherichia coli (strain K12) GN=yafV PE=3 SV=1	yafV	9	438.84	28888.47765	b0219	R	General function prediction only	POORLY CHARACTERIZED
b0220	Inhibitor of vertebrate lysozyme OS=Escherichia coli (strain K12) GN=ivy PE=1 SV=1	ivy	7	425.22	16843.302190000002	b0220	-		
b0221	Acyl-coenzyme A dehydrogenase OS=Escherichia coli (strain K12) GN=fadE PE=2 SV=2	fadE	22	1395.13	89149.78105	b0221	I	Lipid transport and metabolism	METABOLISM
b0222	Phosphoheptose isomerase OS=Escherichia coli (strain K12) GN=gmhA PE=1 SV=1	gmhA	13	813.54	20783.61786		-		
b0223	Putative glutamine amidotransferase yafJ OS=Escherichia coli (strain K12) GN=yafJ PE=4 SV=1	yafJ	4	204.27	28599.205680000003	b0223	R	General function prediction only	POORLY CHARACTERIZED
b0224	Putative L,D-transpeptidase YafK OS=Escherichia coli (strain K12) GN=yafK PE=3 SV=1	yafK	2	76.02	27985.122310000002	b0224	S	Function unknown	POORLY CHARACTERIZED
b0226	Antitoxin DinJ OS=Escherichia coli (strain K12) GN=dinJ PE=1 SV=1	dinJ	4	313.29	9381.99717	b0226	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0232	Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1	yafN	2	45.81	11208.69015	b0232	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
b0237	Aminoacyl-histidine dipeptidase OS=Escherichia coli (strain K12) GN=pepD PE=1 SV=3	pepD	16	1036.43	52864.14219	b0237	E	Amino acid transport and metabolism	METABOLISM
b0238	Xanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=gpt PE=1 SV=1	gpt	7	626.95	16941.77839	b0238	F	Nucleotide transport and metabolism	METABOLISM
b0239	Esterase frsA OS=Escherichia coli (strain K12) GN=frsA PE=3 SV=2	frsA	14	810.11	46960.55542	b0239	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b0240	Sigma factor-binding protein crl OS=Escherichia coli (strain K12) GN=crl PE=1 SV=5	crl	6	305.92	15626.980759999999	b0240	-		
b0242	Glutamate 5-kinase OS=Escherichia coli (strain K12) GN=proB PE=1 SV=1	proB	17	1109.06	39014.45918	b0242	E	Amino acid transport and metabolism	METABOLISM
b0243	Gamma-glutamyl phosphate reductase OS=Escherichia coli (strain K12) GN=proA PE=1 SV=2	proA	17	1174.47	44584.180810000005	b0243	E	Amino acid transport and metabolism	METABOLISM
b0259	Transposase insH for insertion sequence element IS5A OS=Escherichia coli (strain K12) GN=insH1 PE=3 SV=1	insH	6	196.39	39284.07353	b0259	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0261	Homocysteine S-methyltransferase OS=Escherichia coli (strain K12) GN=mmuM PE=1 SV=2	mmuM	4	161.71	33383.85831	b0261	E	Amino acid transport and metabolism	METABOLISM
b0268	Uncharacterized protein yagE OS=Escherichia coli (strain K12) GN=yagE PE=1 SV=1	yagE	6	340.83	33277.40786	b0268	EM	Amino acid transport and metabolism	METABOLISM
b0271	Putative beta-xylosidase OS=Escherichia coli (strain K12) GN=yagH PE=3 SV=1	yagH	6	323.2	60768.44307	b0271	G	Carbohydrate transport and metabolism	METABOLISM
b0272	Uncharacterized HTH-type transcriptional regulator yagI OS=Escherichia coli (strain K12) GN=yagI PE=4 SV=1	yagI	6	253.49	27802.74063	b0272	K	Transcription	INFORMATION STORAGE AND PROCESSING
b0273	Ornithine carbamoyltransferase chain F OS=Escherichia coli (strain K12) GN=argF PE=1 SV=4	argF	4	858.07	36785.42997	b0273	E	Amino acid transport and metabolism	METABOLISM
b0281	Putative prophage CP4-6 integrase OS=Escherichia coli (strain K12) GN=intF PE=3 SV=1	intF	1	63.7	53023.108589999996	b0281	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0287	Inner membrane protein yagU OS=Escherichia coli (strain K12) GN=yagU PE=1 SV=1	yagU	4	264.36	22933.93416	b0287	S	Function unknown	POORLY CHARACTERIZED
b0296	50S ribosomal protein L31 type B OS=Escherichia coli (strain K12) GN=rpmE2 PE=1 SV=1	rpmE	2	138.77	9896.06405	b3936	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b0304	Probable pyridine nucleotide-disulfide oxidoreductase ykgC OS=Escherichia coli (strain K12) GN=ykgC PE=3 SV=2	rclA	7	365.65	48195.911889999996	b0304	C	Energy production and conversion	METABOLISM
b0306	Uncharacterized protein ykgE OS=Escherichia coli (strain K12) GN=ykgE PE=3 SV=1	ykgE	1	37.56	25969.26141	b0306	C	Energy production and conversion	METABOLISM
b0308	Uncharacterized protein ykgG OS=Escherichia coli (strain K12) GN=ykgG PE=3 SV=2	ykgG	1	203.75	25178.92327	b0308	S	Function unknown	POORLY CHARACTERIZED
b0312	Betaine aldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=betB PE=1 SV=3	betB	2	149.56	52859.73742	b0312	C	Energy production and conversion	METABOLISM
b0321	Uncharacterized protein yahG OS=Escherichia coli (strain K12) GN=yahG PE=4 SV=1	yahG	1	45.78	50323.04382	b0321	-		
b0324	Uncharacterized protein yahJ OS=Escherichia coli (strain K12) GN=yahJ PE=4 SV=1	yahJ	2	79.98	50498.756069999996	b0324	FR	Nucleotide transport and metabolism	METABOLISM
b0325	Uncharacterized zinc-type alcohol dehydrogenase-like protein YahK OS=Escherichia coli (strain K12) GN=yahK PE=1 SV=1	yahK	24	1682.03	37935.878789999995	b0325	R	General function prediction only	POORLY CHARACTERIZED
b0329	Uncharacterized protein YahO OS=Escherichia coli (strain K12) GN=yahO PE=3 SV=1	yahO	4	271.84	9871.133740000001	b0329	-		
b0331	Methylisocitrate lyase OS=Escherichia coli (strain K12) GN=prpB PE=1 SV=3	prpB	8	458.8	32096.4598	b0331	G	Carbohydrate transport and metabolism	METABOLISM
b0333	2-methylcitrate synthase OS=Escherichia coli (strain K12) GN=prpC PE=1 SV=2	prpC	20	1179.96	43057.02009	b0333	C	Energy production and conversion	METABOLISM
b0334	2-methylcitrate dehydratase OS=Escherichia coli (strain K12) GN=prpD PE=1 SV=3	prpD	17	1152.39	53899.462770000006	b0334	R	General function prediction only	POORLY CHARACTERIZED
b0336	Cytosine permease OS=Escherichia coli (strain K12) GN=codB PE=1 SV=1	codB	4	260.82	43603.22932	b0336	F	Nucleotide transport and metabolism	METABOLISM
b0337	Cytosine deaminase OS=Escherichia coli (strain K12) GN=codA PE=1 SV=3	codA	14	1354.11	47543.17582	b0337	FR	Nucleotide transport and metabolism	METABOLISM
b0345	Lactose operon repressor OS=Escherichia coli (strain K12) GN=lacI PE=1 SV=3	lacI	1	223.51	38548.06158	b0345	K	Transcription	INFORMATION STORAGE AND PROCESSING
b0346	Mhp operon transcriptional activator OS=Escherichia coli (strain K12) GN=mhpR PE=4 SV=2	mhpR	5	300.35	31284.44117	b0346	K	Transcription	INFORMATION STORAGE AND PROCESSING
b0350	2-keto-4-pentenoate hydratase OS=Escherichia coli (strain K12) GN=mhpD PE=1 SV=2	mhpD	2	114.79	28853.7562	b0350	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b0351	Acetaldehyde dehydrogenase OS=Escherichia coli (strain K12) GN=mhpF PE=1 SV=1	mhpF	5	204.08	33403.16874	b0351	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b0352	4-hydroxy-2-oxovalerate aldolase OS=Escherichia coli (strain K12) GN=mhpE PE=1 SV=2	mhpE	1	31.76	36429.23282	b0352	E	Amino acid transport and metabolism	METABOLISM
b0354	Uncharacterized protein yaiL OS=Escherichia coli (strain K12) GN=yaiL PE=4 SV=2	yaiL	1	48.09	19892.57974	b0354	S	Function unknown	POORLY CHARACTERIZED
b0355	S-formylglutathione hydrolase frmB OS=Escherichia coli (strain K12) GN=frmB PE=1 SV=2	frmB	3	221.83	31386.323330000003	b0355	R	General function prediction only	POORLY CHARACTERIZED
b0356	S-(hydroxymethyl)glutathione dehydrogenase OS=Escherichia coli (strain K12) GN=frmA PE=1 SV=3	frmA	12	609.35	39315.85811	b0356	C	Energy production and conversion	METABOLISM
b0357	Transcriptional repressor frmR OS=Escherichia coli (strain K12) GN=frmR PE=1 SV=1	frmR	3	208.78	10293.317070000001	b0357	S	Function unknown	POORLY CHARACTERIZED
b0360	Transposase insC for insertion element IS2A OS=Escherichia coli (strain K12) GN=insC1 PE=3 SV=1	insC	3	82.2	13425.194959999999	b0360	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0365	Taurine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=tauA PE=1 SV=1	tauA	3	123.61	34227.12229	b0365	P	Inorganic ion transport and metabolism	METABOLISM
b0368	Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) GN=tauD PE=1 SV=3	tauD	1	45.86	32371.598189999997	b0368	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
b0369	Delta-aminolevulinic acid dehydratase OS=Escherichia coli (strain K12) GN=hemB PE=1 SV=2	hemB	8	334.72	35583.870969999996	b0369	H	Coenzyme transport and metabolism	METABOLISM
b0376	Penicillin-binding protein AmpH OS=Escherichia coli (strain K12) GN=ampH PE=1 SV=1	ampH	3	129.28	41804.348939999996	b0376	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b0377	Protein sbmA OS=Escherichia coli (strain K12) GN=sbmA PE=1 SV=1	sbmA	1	44.93	46411.35263	b0377	I	Lipid transport and metabolism	METABOLISM
b0378	Uncharacterized protein yaiW OS=Escherichia coli (strain K12) GN=yaiW PE=4 SV=1	yaiW	1	63.84	40370.90189	b0378	-		
b0381	D-alanine--D-alanine ligase A OS=Escherichia coli (strain K12) GN=ddlA PE=3 SV=1	ddlA	11	845.5	39273.26165	b0381	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b0382	Anti-adapter protein iraP OS=Escherichia coli (strain K12) GN=iraP PE=1 SV=1	iraP	3	227.96	9913.19326	b0382	-		
b0384	Phosphate starvation-inducible protein psiF OS=Escherichia coli (strain K12) GN=psiF PE=1 SV=1	psiF	3	135.17	11660.931509999999	b0384	-		
b0386	Pyrroline-5-carboxylate reductase OS=Escherichia coli (strain K12) GN=proC PE=1 SV=1	proC	8	553.13	28108.48308	b0386	E	Amino acid transport and metabolism	METABOLISM
b0387	UPF0178 protein yaiI OS=Escherichia coli (strain K12) GN=yaiI PE=1 SV=1	yaiI	1	57.75	16940.74665	b0387	S	Function unknown	POORLY CHARACTERIZED
b0388	Shikimate kinase 2 OS=Escherichia coli (strain K12) GN=aroL PE=1 SV=3	aroL	4	313.91	19120.78656	b0388	E	Amino acid transport and metabolism	METABOLISM
b0389	Uncharacterized protein yaiA OS=Escherichia coli (strain K12) GN=yaiA PE=1 SV=1	yaiA	4	166.34	7258.62835	b0389	-		
b0390	Protein AroM OS=Escherichia coli (strain K12) GN=aroM PE=4 SV=1	aroM	4	203.58	24883.21341	b0390	-		
b0391	UPF0345 protein yaiE OS=Escherichia coli (strain K12) GN=yaiE PE=3 SV=1	yaiE	2	111.61	10209.868840000001	b0391	S	Function unknown	POORLY CHARACTERIZED
b0393	Recombination-associated protein rdgC OS=Escherichia coli (strain K12) GN=rdgC PE=1 SV=1	rdgC	11	646.86	33953.48385	b0393	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0394	Fructokinase OS=Escherichia coli (strain K12) GN=mak PE=1 SV=2	mak	5	380.03	32461.330739999998	b0394	KG	Transcription	INFORMATION STORAGE AND PROCESSING
b0397	Nuclease sbcCD subunit C OS=Escherichia coli (strain K12) GN=sbcC PE=1 SV=1	sbcC	2	90.8	118630.9679	b0397	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0398	Nuclease sbcCD subunit D OS=Escherichia coli (strain K12) GN=sbcD PE=1 SV=1	sbcD	1	43.53	44667.82748	b0398	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0399	Phosphate regulon transcriptional regulatory protein phoB OS=Escherichia coli (strain K12) GN=phoB PE=1 SV=1	phoB	1	36.0	26398.404	b0399	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b0403	Maltodextrin glucosidase OS=Escherichia coli (strain K12) GN=malZ PE=2 SV=4	malZ	1	29.98	69110.27189	b0403	G	Carbohydrate transport and metabolism	METABOLISM
b0404	Acyl carrier protein phosphodiesterase OS=Escherichia coli (strain K12) GN=acpH PE=3 SV=2	acpH	4	157.95	22928.39888	b0404	S	Function unknown	POORLY CHARACTERIZED
b0405	S-adenosylmethionine:tRNA ribosyltransferase-isomerase OS=Escherichia coli (strain K12) GN=queA PE=1 SV=1	queA	5	221.09	39388.02367	b0405	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b0406	Queuine tRNA-ribosyltransferase OS=Escherichia coli (strain K12) GN=tgt PE=1 SV=1	tgt	13	848.99	42548.22854	b0406	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
b0407	UPF0092 membrane protein yajC OS=Escherichia coli (strain K12) GN=yajC PE=1 SV=1	yajC	2	77.83	11861.4007	b0407	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b0408	Protein-export membrane protein secD OS=Escherichia coli (strain K12) GN=secD PE=3 SV=1	secD	18	1003.3	66572.67588	b0408	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b0409	Protein-export membrane protein secF OS=Escherichia coli (strain K12) GN=secF PE=1 SV=1	secF	6	389.24	35341.59237	b0409	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
b0410	Uncharacterized protein yajD OS=Escherichia coli (strain K12) GN=yajD PE=4 SV=1	yajD	2	56.79	13337.39409	b0410	-		
b0411	Nucleoside-specific channel-forming protein tsx OS=Escherichia coli (strain K12) GN=tsx PE=1 SV=1	tsx	5	266.59	33549.87653	b0411	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b0412	Uncharacterized lipoprotein yajI OS=Escherichia coli (strain K12) GN=yajI PE=1 SV=3	yajI	3	154.95	19530.11556	b0412	-		
b0413	Transcriptional repressor NrdR OS=Escherichia coli (strain K12) GN=nrdR PE=1 SV=1	nrdR	6	248.73	17199.80889	b0413	K	Transcription	INFORMATION STORAGE AND PROCESSING
b0414	Riboflavin biosynthesis protein RibD OS=Escherichia coli (strain K12) GN=ribD PE=1 SV=1	ribD	6	293.83	40294.80788	b0414	H	Coenzyme transport and metabolism	METABOLISM
b0415	6,7-dimethyl-8-ribityllumazine synthase OS=Escherichia coli (strain K12) GN=ribH PE=1 SV=1	ribE	8	523.73	16128.57221	b0415	H	Coenzyme transport and metabolism	METABOLISM
b0416	N utilization substance protein B OS=Escherichia coli (strain K12) GN=nusB PE=1 SV=1	nusB	8	325.98	15661.274269999998	b0416	K	Transcription	INFORMATION STORAGE AND PROCESSING
b0417	Thiamine-monophosphate kinase OS=Escherichia coli (strain K12) GN=thiL PE=3 SV=1	thiL	2	121.85	35030.6783	b0417	H	Coenzyme transport and metabolism	METABOLISM
b0419	Uncharacterized oxidoreductase YajO OS=Escherichia coli (strain K12) GN=yajO PE=3 SV=2	yajO	17	981.38	36379.517510000005	b0419	C	Energy production and conversion	METABOLISM
b0420	1-deoxy-D-xylulose-5-phosphate synthase OS=Escherichia coli (strain K12) GN=dxs PE=1 SV=3	dxs	15	654.96	67555.79182	b0420	HI	Coenzyme transport and metabolism	METABOLISM
b0421	Farnesyl diphosphate synthase OS=Escherichia coli (strain K12) GN=ispA PE=1 SV=1	ispA	1	44.07	32121.515710000003	b0421	H	Coenzyme transport and metabolism	METABOLISM
b0422	Exodeoxyribonuclease 7 small subunit OS=Escherichia coli (strain K12) GN=xseB PE=1 SV=2	xseB	4	208.62	8928.515459999999	b0422	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0423	tRNA sulfurtransferase OS=Escherichia coli (strain K12) GN=thiI PE=1 SV=1	thiI	14	803.62	54920.70831	b0423	H	Coenzyme transport and metabolism	METABOLISM
b0424	Chaperone protein YajL OS=Escherichia coli (strain K12) GN=yajL PE=1 SV=2	yajL	6	365.57	20745.93029	b0424	R	General function prediction only	POORLY CHARACTERIZED
b0425	2-dehydropantoate 2-reductase OS=Escherichia coli (strain K12) GN=panE PE=1 SV=1	panE	7	424.38	33831.33232	b0425	H	Coenzyme transport and metabolism	METABOLISM
b0426	UPF0234 protein yajQ OS=Escherichia coli (strain K12) GN=yajQ PE=1 SV=2	yajQ	10	890.51	18314.5428	b0426	S	Function unknown	POORLY CHARACTERIZED
b0429	Cytochrome o ubiquinol oxidase protein CyoD OS=Escherichia coli (strain K12) GN=cyoD PE=1 SV=1	cyoD	1	88.31	12003.07821	b0429	C	Energy production and conversion	METABOLISM
b0430	Cytochrome o ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=cyoC PE=1 SV=1	cyoC	2	171.45	22589.45441	b0430	C	Energy production and conversion	METABOLISM
b0431	Ubiquinol oxidase subunit 1 OS=Escherichia coli (strain K12) GN=cyoB PE=1 SV=1	cyoB	10	534.62	74300.34181	b0431	C	Energy production and conversion	METABOLISM
b0432	Ubiquinol oxidase subunit 2 OS=Escherichia coli (strain K12) GN=cyoA PE=1 SV=1	cyoA	17	820.49	34870.5555	b0432	C	Energy production and conversion	METABOLISM
b0434	Uncharacterized lipoprotein yajG OS=Escherichia coli (strain K12) GN=yajG PE=4 SV=1	yajG	6	410.42	20918.825240000002	b0434	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b0435	Protein BolA OS=Escherichia coli (strain K12) GN=bolA PE=1 SV=1	bolA	2	165.66	11968.08703	b0435	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
b0436	Trigger factor OS=Escherichia coli (strain K12) GN=tig PE=1 SV=1	tig	34	2152.85	48144.85133	b0436	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b0437	ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) GN=clpP PE=1 SV=1	clpP	8	743.25	23153.61161	b0437	OU	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b0438	ATP-dependent Clp protease ATP-binding subunit ClpX OS=Escherichia coli (strain K12) GN=clpX PE=1 SV=2	clpX	22	1319.8	46309.17173	b0438	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b0439	Lon protease OS=Escherichia coli (strain K12) GN=lon PE=1 SV=1	lon	33	2210.84	87364.80487	b0439	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b0440	DNA-binding protein HU-beta OS=Escherichia coli (strain K12) GN=hupB PE=1 SV=1	hupB	4	301.23	9201.98388	b0440	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0441	Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli (strain K12) GN=ppiD PE=1 SV=1	ppiD	26	1563.05	68089.75025	b0441	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
b0442	Uncharacterized protein ybaV OS=Escherichia coli (strain K12) GN=ybaV PE=4 SV=1	ybaV	1	66.47	12677.66981	b0442	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
b0443	Long-chain acyl-CoA thioesterase tesC OS=Escherichia coli (strain K12) GN=tesC PE=1 SV=1	fadM	2	81.7	15060.845440000001	b0443	R	General function prediction only	POORLY CHARACTERIZED
b0444	7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queC PE=1 SV=1	queC	5	287.42	25479.74638	b0444	R	General function prediction only	POORLY CHARACTERIZED
b0450	Nitrogen regulatory protein P-II 2 OS=Escherichia coli (strain K12) GN=glnK PE=1 SV=1	glnK	2	97.77	12233.6764	b0450	E	Amino acid transport and metabolism	METABOLISM
b0451	Ammonia channel OS=Escherichia coli (strain K12) GN=amtB PE=1 SV=1	amtB	1	24.91	44467.44027	b0451	P	Inorganic ion transport and metabolism	METABOLISM
b0452	Acyl-CoA thioesterase 2 OS=Escherichia coli (strain K12) GN=tesB PE=1 SV=2	tesB	4	208.68	31928.35792	b0452	I	Lipid transport and metabolism	METABOLISM
b0453	Uncharacterized lipoprotein ybaY OS=Escherichia coli (strain K12) GN=ybaY PE=1 SV=1	ybaY	4	315.42	19401.253240000002	b0453	S	Function unknown	POORLY CHARACTERIZED
b0456	Uncharacterized protein ybaA OS=Escherichia coli (strain K12) GN=ybaA PE=4 SV=1	ybaA	2	134.3	13291.44106	b0456	S	Function unknown	POORLY CHARACTERIZED
b0458	Inner membrane protein ylaC OS=Escherichia coli (strain K12) GN=ylaC PE=1 SV=2	ylaC	3	288.23	18237.499669999997	b0458	-		
b0459	Maltose O-acetyltransferase OS=Escherichia coli (strain K12) GN=maa PE=1 SV=3	maa	2	185.09	20065.24705	b0459	R	General function prediction only	POORLY CHARACTERIZED
b0460	Hemolysin expression-modulating protein OS=Escherichia coli (strain K12) GN=hha PE=1 SV=1	hha	5	245.15	8604.45853	b0460	-		
b0462	Acriflavine resistance protein B OS=Escherichia coli (strain K12) GN=acrB PE=1 SV=1	acrB	14	655.93	113482.9154	b0462	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
b0463	Acriflavine resistance protein A OS=Escherichia coli (strain K12) GN=acrA PE=1 SV=1	acrA	19	1186.07	42153.07723	b0463	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
b0464	HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1	acrR	1	75.62	24732.72124	b0464	K	Transcription	INFORMATION STORAGE AND PROCESSING
